 subject_code,family_code,family_nbr,series_code,subject_title,family_title,var_1,var_2,var_3,var_4,var_5,val_1,val_2,val_3,val_4,val_5,interval,offset,magnitude,unit,period,value,status
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2006.09,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2006.12,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2007.03,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2007.06,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2007.09,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2007.12,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2008.03,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2008.06,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2008.09,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2008.12,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2009.03,7.4,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2009.06,6.3,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2009.09,6.5,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2009.12,6.0,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2010.03,6.2,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2010.06,7.6,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2010.09,7.5,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2010.12,7.4,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2011.03,9.0,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2011.06,8.6,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2011.09,7.6,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2011.12,7.0,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2012.03,7.6,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2012.06,7.9,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2012.09,7.4,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2012.12,7.6,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2013.03,6.4,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2013.06,6.3,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2013.09,6.4,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2013.12,6.9,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2014.03,7.0,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2014.06,6.8,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2014.09,6.6,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2014.12,6.9,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2015.03,6.8,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2015.06,6.4,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2015.09,5.8,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2015.12,6.5,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2016.03,6.2,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2016.06,6.5,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2016.09,6.4,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2016.12,6.4,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2017.03,5.8,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2017.06,6.9,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2017.09,6.7,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2017.12,6.4,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2018.03,6.1,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2018.06,6.6,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2018.09,6.7,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2018.12,6.4,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2019.03,5.7,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2019.06,6.3,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1FF","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Wholesale Trade",,,3,3,3,"NUMBER",2019.09,5.4,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2005.06,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2005.09,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2005.12,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2006.03,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2006.06,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2006.09,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2006.12,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2007.03,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2007.06,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2007.09,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2007.12,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2008.03,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2008.06,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2008.09,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2008.12,null,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2009.03,11.8,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2009.06,11.1,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2009.09,9.2,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2009.12,8.3,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2010.03,9.6,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2010.06,11.5,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2010.09,11.0,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2010.12,12.3,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2011.03,18.5,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2011.06,12.4,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2011.09,15.0,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2011.12,13.1,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2012.03,15.3,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2012.06,15.3,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2012.09,10.6,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2012.12,13.4,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2013.03,10.8,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2013.06,13.4,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2013.09,10.2,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2013.12,12.0,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2014.03,11.4,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2014.06,10.8,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2014.09,9.2,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2014.12,9.6,"F"
"HLF","SJC",4333,"HLFQ.SJCSE1GH","Household Labour Force Survey - HLF","Persons Employed by Sex by Industry, ANZSIC06 - Sampling Errors","Sampling Errors","Sex","Industry ANZSIC06",,,"Sampling errors","Male","Retail Trade and Accommodation",,,3,3,3,"NUMBER",2015.03,9.0,"F"
