 subject_code,family_code,family_nbr,series_code,subject_title,family_title,var_1,var_2,var_3,var_4,var_5,val_1,val_2,val_3,val_4,val_5,interval,offset,magnitude,unit,period,value,status,
HLF,SJC,3478,HLFA.SJC1FFD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,12,NUMBER,2014.12,62.7,F,
HLF,SJC,3478,HLFA.SJC1FFD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,12,NUMBER,2015.12,56.7,F,
HLF,SJC,3478,HLFA.SJC1FFD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,12,NUMBER,2016.12,69,F,
HLF,SJC,3478,HLFA.SJC1FFD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,12,NUMBER,2017.12,75.3,F,
HLF,SJC,3478,HLFA.SJC1FFD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,12,NUMBER,2018.12,68.5,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2004.06,63.7,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2005.06,72.7,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2006.06,70.2,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2007.06,58.6,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2008.06,64.9,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2009.06,65.9,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2010.06,69.3,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2011.06,71.9,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2012.06,69,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2013.06,60.8,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2014.06,62.5,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2015.06,57.3,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2016.06,62.4,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2017.06,75.1,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2018.06,71.6,F,
HLF,SJC,3478,HLFA.SJC1FFJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,6,NUMBER,2019.06,66.3,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2004.09,66.6,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2005.09,73.2,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2006.09,67.7,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2007.09,59.4,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2008.09,65,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2009.09,66.2,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2010.09,70,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2011.09,72.6,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2012.09,67.5,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2013.09,59.1,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2014.09,63.6,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2015.09,56.7,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2016.09,65.2,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2017.09,75.2,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2018.09,70.9,F,
HLF,SJC,3478,HLFA.SJC1FFS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Wholesale Trade,,,,12,3,9,NUMBER,2019.09,65.3,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2004.03,145.3,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2005.03,137.7,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2006.03,142.5,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2007.03,148.8,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2008.03,155,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2009.03,152.8,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2010.03,139.4,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2011.03,143.4,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2012.03,137.2,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2013.03,136.6,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2014.03,149.1,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2015.03,148.1,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2016.03,151.3,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2017.03,155,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2018.03,158.7,F,
HLF,SJC,3478,HLFA.SJC1GH,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,3,NUMBER,2019.03,165,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2003.12,146,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2004.12,140.3,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2005.12,140.3,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2006.12,146.5,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2007.12,154.3,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2008.12,155.6,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2009.12,140.9,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2010.12,139.9,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2011.12,139.6,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2012.12,137.3,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2013.12,146.1,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2014.12,145.9,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2015.12,152.3,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2016.12,154.6,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2017.12,156.9,F,
HLF,SJC,3478,HLFA.SJC1GHD,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,12,NUMBER,2018.12,164.1,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2004.06,144.2,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2005.06,136.2,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2006.06,143.3,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2007.06,151.9,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2008.06,155.6,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2009.06,149.6,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2010.06,138.5,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2011.06,142.4,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2012.06,138.6,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2013.06,137,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2014.06,149.2,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2015.06,150.6,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2016.06,150.8,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2017.06,156.1,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2018.06,159.9,F,
HLF,SJC,3478,HLFA.SJC1GHJ,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,6,NUMBER,2019.06,168.2,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2004.09,142.4,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2005.09,137.8,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2006.09,144.6,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2007.09,153.4,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2008.09,155.2,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2009.09,145.9,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2010.09,138.4,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2011.09,141.6,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2012.09,137.1,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2013.09,142.7,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2014.09,146.6,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2015.09,152.5,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2016.09,151.4,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2017.09,156.7,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2018.09,162.5,F,
HLF,SJC,3478,HLFA.SJC1GHS,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,Retail Trade and Accommodation,,,,12,3,9,NUMBER,2019.09,170.2,F,
HLF,SJC,3478,HLFA.SJC1II,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,"Transport, Postal and Warehousing",,,,12,3,3,NUMBER,2004.03,67.1,F,
HLF,SJC,3478,HLFA.SJC1II,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,"Transport, Postal and Warehousing",,,,12,3,3,NUMBER,2005.03,70.6,F,
HLF,SJC,3478,HLFA.SJC1II,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,"Transport, Postal and Warehousing",,,,12,3,3,NUMBER,2006.03,67.2,F,
HLF,SJC,3478,HLFA.SJC1II,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,"Transport, Postal and Warehousing",,,,12,3,3,NUMBER,2007.03,67.1,F,
HLF,SJC,3478,HLFA.SJC1II,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,"Transport, Postal and Warehousing",,,,12,3,3,NUMBER,2008.03,69.2,F,
HLF,SJC,3478,HLFA.SJC1II,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,"Transport, Postal and Warehousing",,,,12,3,3,NUMBER,2009.03,70.3,F,
HLF,SJC,3478,HLFA.SJC1II,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,"Transport, Postal and Warehousing",,,,12,3,3,NUMBER,2010.03,67.7,F,
HLF,SJC,3478,HLFA.SJC1II,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,"Transport, Postal and Warehousing",,,,12,3,3,NUMBER,2011.03,66.8,F,
HLF,SJC,3478,HLFA.SJC1II,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,"Transport, Postal and Warehousing",,,,12,3,3,NUMBER,2012.03,70.6,F,
HLF,SJC,3478,HLFA.SJC1II,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,"Transport, Postal and Warehousing",,,,12,3,3,NUMBER,2013.03,76.3,F,
HLF,SJC,3478,HLFA.SJC1II,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,"Transport, Postal and Warehousing",,,,12,3,3,NUMBER,2014.03,75.4,F,
HLF,SJC,3478,HLFA.SJC1II,Household Labour Force Survey - HLF,"Persons Employed by Sex by Industry, ANZSIC06",Sex,Industry ANZSIC06,,,,Male,"Transport, Postal and Warehousing",,,,12,3,3,NUMBER,2015.03,72.8,F,
